vendor_name,service_month,consultant_count,hours_billed,amount_billed,amount_paid,accrual_amount,exception_count,accrual_pct
Enterprise Solutions,2019-01-19,10,174,8178,0,8178,9,99.99
Apetan Consulting LLC,2019-05-31,5,174,8178,0,8178,5,99.99
Apetan Consulting LLC,2019-02-02,5,174,8178,0,8178,5,99.99
Synechron Inc,2023-05-13,3,112,8176,0,8176,3,99.99
Axius Technologies,2018-09-30,6,151,8175.2,0,8175.2,4,99.99
TCC Software Solutions,2021-01-31,5,163.5,8175,0,8175,5,99.99
"Sapience, Inc., (SAI)",2015-10-31,5,157,8164,0,8164,5,99.99
Cybersearch,2014-11-01,9,206,8162,0,8162,6,99.99
Senryo Technologies,2019-07-13,4,160,8160,0,8160,4,99.99
Bitsoft International Inc.,2024-07-31,5,136,8160,0,8160,4,99.99
Naavya Infotech LLC,2024-01-06,4,120,8160,0,8160,3,99.99
Genesis Corp,2017-08-19,2,80,8160,0,8160,2,99.99
Clarus Group LLC.,2016-10-08,4,160,8160,0,8160,4,99.99
Senryo Technologies,2019-05-04,5,160,8160,0,8160,5,99.99
Genesis Corp,2017-08-05,3,80,8160,0,8160,3,99.99
Forbes Technical Consulting LLC,2021-09-04,5,136,8160,0,8160,4,99.99
Spectraforce,2023-03-31,4,96,8160,0,8160,3,99.99
Compunnel Software Group,2021-11-30,5,160,8160,0,8160,5,99.99
Allwyn Corporation,2022-03-31,5,96,8160,0,8160,3,99.99
"Sigman & Summerfield Associates, Inc",2018-11-30,5,136,8160,0,8160,5,99.99
Daybreak IT Solutions,2019-08-31,5,136,8160,0,8160,4,99.99
Rulesware LLC,2020-03-31,3,96,8160,0,8160,3,99.99
Dexian DISYS,2025-02-01,3,120,8160,0,8160,3,99.99
Judge Technical Staffing,2014-02-28,3,120,8160,0,8160,3,99.99
Harvey Nash,2022-12-31,5,96,8160,0,8160,3,99.99
SCI Group,2014-02-28,4,160,8160,0,8160,4,99.99
Genesis Corp,2017-06-24,2,80,8160,0,8160,2,99.99
"SoftSages Technology, LLC",2022-12-31,5,136,8160,0,8160,4,99.99
Xchanging Solutions (USA) Inc,2015-07-31,4,160,8160,0,8160,4,99.99
"Entellects Corporation, (DBA Bee Data Technology)",2024-01-31,9,96,8160,0,8160,6,99.99
Lingatech,2019-01-31,5,148.3,8156.5,0,8156.5,5,99.99
"K-Force, Inc.",2013-12-07,5,145,8154,0,8154,5,99.99
Experis,2018-12-15,6,240,8150.4,0,8150.4,6,99.99
Experis,2017-11-04,11,192,8150,0,8150,10,99.99
"Spectraforce Technologies,Inc",2015-06-30,5,181,8145,0,8145,5,99.99
Randstad Technologies,2020-07-31,5,176,8140,0,8140,5,99.99
Lingatech,2019-01-05,6,148,8140,0,8140,5,99.99
Randstad Technologies,2020-06-30,5,176,8140,0,8140,5,99.99
Tricom Technical Services,2015-11-30,5,148,8140,0,8140,5,99.99
Lavsun Tehnologies,2017-04-30,4,148,8140,0,8140,4,99.99
Logix Guru Inc.,2016-11-30,5,148,8140,0,8140,5,99.99
Axiom Global Technologies Inc.,2021-07-31,6,166,8134,0,8134,6,99.99
Axiom Global Technologies Inc.,2021-02-28,5,166,8134,0,8134,5,99.99
The MM Group,2018-09-30,23,180.75,8133.75,0,8133.75,15,99.99
Techorbit Inc.,2023-02-28,16,161,8132.32,0,8132.32,11,99.99
Source infotech,2019-05-31,5,173,8131,0,8131,5,99.99
"Mastech, Inc.",2014-06-21,11,2,8130,0,8130,2,99.99
Panzer Solutions,2016-03-31,9,203,8120,0,8120,9,99.99
Randstad Technologies,2018-06-02,5,96,8117,0,8117,5,99.99
"Sapience, Inc., (SAI)",2015-12-31,5,156,8112,0,8112,5,99.99
Kforce Inc,2021-11-27,3,104,8112,0,8112,3,99.99
R88 Inc.,2024-12-31,3,104,8112,0,8112,3,99.99
Triumph Services LLC,2021-05-31,4,145,8107,0,8107,4,99.99
Tek Systems,2024-03-02,7,120,8106,0,8106,7,99.99
Rose International Inc,2021-08-21,3,102.5,8102.58,0,8102.58,3,99.99
Experis,2018-11-17,7,232,8102.4,0,8102.4,7,99.99
Sondhi Solutions,2020-12-05,5,135,8100,0,8100,5,99.99
iitjobs Inc,2016-02-29,8,180,8100,0,8100,8,99.99
Corporate Systems Associates Inc.,2017-04-30,5,162,8100,0,8100,5,99.99
"iTech US, Inc",2022-03-26,3,120,8096.96,0,8096.96,3,99.99
"iTech US, Inc",2022-02-12,3,120,8096.96,0,8096.96,3,99.99
Medforce Inc,2020-07-31,5,184,8096,0,8096,5,99.99
American Recruiting and Consulting Group,2014-01-31,5,176,8096,0,8096,5,99.99
IDC Technologies,2013-12-31,6,184,8096,0,8096,6,99.99
Tekserve Corp,2016-06-30,5,176,8096,0,8096,5,99.99
Judge Group,2018-03-24,4,128,8096,0,8096,4,99.99
"Predictif Solutions, LLC",2021-09-04,3,88,8096,0,8096,3,99.99
CSS Tec Inc,2019-01-31,5,176,8096,0,8096,5,99.99
Vectorsoft Inc.,2017-06-30,7,184,8096,0,8096,7,99.99
"Compunell Software Group, Inc.",2015-06-30,5,176,8096,0,8096,5,99.99
"Compunell Software Group, Inc.",2015-04-30,5,176,8096,0,8096,5,99.99
CSS Tec Inc,2019-04-30,5,176,8096,0,8096,5,99.99
VDart Inc,2017-08-31,10,184,8096,0,8096,5,99.99
CSS Tec Inc,2019-08-31,5,176,8096,0,8096,5,99.99
American CyberSystems Inc,2016-03-31,5,184,8096,0,8096,5,99.99
VDart Inc,2017-05-31,7,184,8096,0,8096,5,99.99
Experis,2019-01-26,4,160,8089.2,0,8089.2,4,99.99
Experis,2019-08-31,4,160,8089.2,0,8089.2,4,99.99
Experis,2019-07-20,4,160,8089.2,0,8089.2,4,99.99
Experis,2019-03-09,5,160,8089.2,0,8089.2,5,99.99
Experis,2019-08-17,4,160,8089.2,0,8089.2,4,99.99
Experis,2019-06-30,4,160,8089.2,0,8089.2,4,99.99
Experis,2019-08-10,5,160,8089.2,0,8089.2,5,99.99
Experis,2019-05-04,7,160,8089.2,0,8089.2,7,99.99
Axiom Global Technologies Inc.,2020-03-14,5,165,8085,0,8085,5,99.99
Valtech,2016-06-30,5,172,8084,0,8084,5,99.99
Enterprise Solutions,2018-05-05,7,172,8084,0,8084,7,99.99
RIIM LLC,2023-07-08,5,112,8080,0,8080,5,99.99
"Rangam Consultants,Inc",2015-12-31,5,152.42,8078.26,0,8078.26,5,99.99
Nityo Inc.,2019-03-31,5,152,8064.36,0,8064.36,5,99.99
Autarchy Solutions Inc.,2021-07-31,5,168,8064,0,8064,5,99.99
Autarchy Solutions Inc.,2021-09-04,5,168,8064,0,8064,5,99.99
Autarchy Solutions Inc.,2021-10-02,5,168,8064,0,8064,5,99.99
Autarchy Solutions Inc.,2021-10-31,5,168,8064,0,8064,5,99.99
Senryo Technologies,2019-03-31,5,168,8064,0,8064,5,99.99
"Parmesoft, Inc.",2022-08-31,5,168,8064,0,8064,5,99.99
Aurus Inc,2014-04-30,5,168,8064,0,8064,5,99.99
Aurus Inc,2014-01-31,5,168,8064,0,8064,5,99.99
Aurus Inc,2013-12-31,5,168,8064,0,8064,5,99.99
Exatech Inc,2015-08-31,5,168,8064,0,8064,5,99.99
Info-Matrix Corporation,2022-05-31,5,168,8064,0,8064,5,99.99
PYRAMID CONSULTING INC.,2019-01-05,5,128,8064,0,8064,5,99.99
Exatech Inc,2015-10-31,5,168,8064,0,8064,5,99.99
TCC Software Solutions,2014-03-31,5,168,8064,0,8064,5,99.99
Eteam Inc,2018-07-31,5,168,8064,0,8064,5,99.99
Eteam Inc,2018-06-30,5,168,8064,0,8064,5,99.99
CES Enterprise LLC ( USA),2017-01-31,5,168,8064,0,8064,5,99.99
Empower Consultancy Services Inc,2014-03-31,5,168,8064,0,8064,5,99.99
NGUSoft Inc,2014-11-28,4,144,8064,0,8064,4,99.99
Empower Consultancy Services Inc,2015-03-31,6,168,8064,0,8064,5,99.99
"Vanceva Technologies, Inc",2014-11-30,4,144,8064,0,8064,4,99.99
"Global Intellectuals, LLC",2014-11-30,4,144,8064,0,8064,4,99.99
Deegit Inc,2016-06-30,5,168,8064,0,8064,5,99.99
Empower Consultancy Services Inc,2014-06-30,5,168,8064,0,8064,5,99.99
Needles Inc,2014-12-06,6,112,8064,0,8064,5,99.99
Empower Consultancy Services Inc,2014-05-31,5,168,8064,0,8064,5,99.99
Empower Consultancy Services Inc,2014-09-30,5,168,8064,0,8064,5,99.99
Empower Consultancy Services Inc,2014-08-31,5,168,8064,0,8064,5,99.99
Tekis Hub,2021-01-31,5,155,8060,0,8060,5,99.99
Knowledge Builders Inc,2015-10-31,4,124,8060,0,8060,4,99.99
McInnis Consulting Services Inc,2017-04-30,4,91,8059.88,0,8059.88,4,99.99
Spotline LLC.,2015-11-30,6,152,8056,0,8056,6,99.99
Spotline LLC.,2016-11-30,5,152,8056,0,8056,5,99.99
SGIC Cloud Technologies INC,2015-11-30,5,152,8056,0,8056,5,99.99
"ValidaTek, Inc.",2017-02-28,5,152,8056,0,8056,5,99.99
Spotline LLC.,2017-04-30,4,152,8056,0,8056,4,99.99
TransAmerica Technology Services,2025-02-28,4,152,8056,0,8056,4,99.99
TransAmerica Technology Services,2024-06-30,5,152,8056,0,8056,4,99.99
Techorbit Inc.,2023-08-31,5,152,8056,0,8056,4,99.99
Triumph Services,2018-09-30,5,152,8056,0,8056,4,99.99
SGIC Cloud Technologies INC,2016-10-31,5,152,8056,0,8056,5,99.99
SGIC Cloud Technologies INC,2016-02-29,5,152,8056,0,8056,5,99.99
SGIC Cloud Technologies INC,2016-01-31,5,152,8056,0,8056,4,99.99
Spotline LLC.,2017-02-28,5,152,8056,0,8056,5,99.99
Spotline LLC.,2018-09-30,5,152,8056,0,8056,4,99.99
Spotline LLC.,2017-09-30,5,152,8056,0,8056,5,99.99
Spotline LLC.,2017-11-30,5,152,8056,0,8056,5,99.99
Randstad Technologies,2022-06-18,4,121.5,8040,0,8040,4,99.99
Nextgen Information Services,2023-11-30,5,120,8040,0,8040,4,99.99
"Digital Intelligence Systems, LLC (DISYS)",2014-08-31,3,120,8040,0,8040,3,99.99
Q1 Technologies Inc.,2022-05-31,5,141,8037,0,8037,5,99.99
Axiom Global Technologies Inc.,2021-09-04,5,164,8036,0,8036,5,99.99
Lingatech,2018-12-08,5,146,8030,0,8030,5,99.99
Tek Systems,2022-02-26,3,120,8028.8,0,8028.8,3,99.99
"Parmesoft, Inc.",2022-10-31,5,167,8016,0,8016,5,99.99
Smart ERP Solutions,2014-08-23,3,80,8013.37,0,8013.37,2,99.99
Cignus Solution LLC,2017-05-31,6,178,8010,0,8010,6,99.99
"Spectraforce Technologies,Inc",2014-07-31,5,178,8010,0,8010,5,99.99
Tek Systems,2023-08-19,3,115,8009.5,0,8009.5,3,99.99
Multivision Inc,2019-11-30,6,154,8008,0,8008,6,99.99
Vectorsoft Inc.,2017-08-31,6,182,8008,0,8008,6,99.99
e&e Technical  Consultants  LLC,2016-07-31,5,154,8008,0,8008,5,99.99
Vidorra LLC,2021-11-30,4,104,8008,0,8008,4,99.99
Diversant LLC,2017-04-15,4,90,8000.1,0,8000.1,4,99.99
Diversant LLC,2016-10-15,4,90,8000.1,0,8000.1,4,99.99
Diversant LLC,2016-10-30,4,90,8000.1,0,8000.1,4,99.99
Diversant LLC,2016-11-12,6,90,8000.1,0,8000.1,6,99.99
Diversant LLC,2016-12-10,6,90,8000.1,0,8000.1,6,99.99
Diversant LLC,2016-12-24,4,90,8000.1,0,8000.1,4,99.99
Diversant LLC,2017-02-04,6,90,8000.1,0,8000.1,6,99.99
Diversant LLC,2017-02-18,4,90,8000.1,0,8000.1,4,99.99
Diversant LLC,2017-03-31,4,90,8000.1,0,8000.1,4,99.99
Diversant LLC,2017-03-18,4,90,8000.1,0,8000.1,4,99.99
Diversant LLC,2017-04-30,4,90,8000.1,0,8000.1,4,99.99
"iTech US, Inc",2024-01-11,3,96,8000,0,8000,3,99.99
Zeva Technology,2017-02-28,6,160,8000,0,8000,6,99.99
Genesis Corp,2017-03-04,3,80,8000,0,8000,3,99.99
Diversant LLC,2016-05-14,2,10,8000,0,8000,2,99.99
Diversant LLC,2016-04-30,2,10,8000,0,8000,2,99.99
Zeva Technology,2016-12-31,5,160,8000,0,8000,5,99.99
Genesis Corp,2017-04-15,2,80,8000,0,8000,2,99.99
Diversant LLC,2016-02-13,4,10,8000,0,8000,2,99.99
Infolob Solution,2017-12-31,5,160,8000,0,8000,5,99.99
Zeva Technology,2016-01-31,5,160,8000,0,8000,4,99.99
Genesis Corp,2017-04-30,2,80,8000,0,8000,2,99.99
Zeva Technology,2016-11-30,5,160,8000,0,8000,5,99.99
Diversant LLC,2016-04-23,2,10,8000,0,8000,2,99.99
Diversant LLC,2016-03-11,3,10,8000,0,8000,3,99.99
Zeva Technology,2016-07-31,5,160,8000,0,8000,5,99.99
Genesis Corp,2014-03-08,2,80,8000,0,8000,2,99.99
Apetan Consulting LLC,2015-05-31,5,160,8000,0,8000,5,99.99
Diversant LLC,2016-05-28,2,10,8000,0,8000,2,99.99
Newron Tech,2018-02-28,5,20,8000,0,8000,5,99.99
Diversant LLC,2016-08-20,2,10,8000,0,8000,2,99.99
Genesis Corp,2017-05-27,4,80,8000,0,8000,2,99.99
ASN Technologies Inc,2022-01-31,5,160,8000,0,8000,5,99.99
Genesis Corp,2013-12-31,3,80,8000,0,8000,3,99.99
Corporate Systems Associates Inc.,2017-02-28,5,160,8000,0,8000,5,99.99
Diversified Services Network Inc,2018-01-31,5,160,8000,0,8000,5,99.99
TCC Software Solutions,2018-11-30,5,160,8000,0,8000,5,99.99
Diversant LLC,2014-03-22,4,10,8000,0,8000,2,99.99
Diversified Services Network Inc,2017-10-07,5,160,8000,0,8000,5,99.99
Diversified Services Network Inc,2017-01-31,5,160,8000,0,8000,5,99.99
RSC Solutions (Resource Search Company),2020-09-05,6,200,8000,0,8000,6,99.99
Randstad Technologies,2020-05-31,5,160,8000,0,8000,5,99.99
Diversant LLC,2016-06-25,2,10,8000,0,8000,2,99.99
3asoft Inc.,2021-05-31,4,160,8000,0,8000,4,99.99
Experis,2017-02-28,5,160,8000,0,8000,5,99.99
Randstad Technologies,2019-09-30,5,160,8000,0,8000,5,99.99
Newron Tech,2017-12-31,10,20,8000,0,8000,5,99.99
Diversant LLC,2016-08-06,2,10,8000,0,8000,2,99.99
Diversant LLC,2016-07-23,2,10,8000,0,8000,2,99.99
Genesis Corp,2014-02-22,2,80,8000,0,8000,2,99.99
Magic Hat Consulting,2013-12-31,5,160,8000,0,8000,5,99.99
Genesis Corp,2016-12-10,3,80,8000,0,8000,3,99.99
Diversant LLC,2015-10-17,2,10,8000,0,8000,2,99.99
Diversant LLC,2015-11-14,4,10,8000,0,8000,2,99.99
Diversant LLC,2014-09-20,4,10,8000,0,8000,2,99.99
Info Matrix Corporation,2023-07-31,5,160,8000,0,8000,5,99.99
Info Matrix Corporation,2023-04-30,4,160,8000,0,8000,4,99.99
Genesis Corp,2016-04-09,3,80,8000,0,8000,3,99.99
Genesis Corp,2016-02-20,2,80,8000,0,8000,2,99.99
Diversant LLC,2014-11-15,2,10,8000,0,8000,2,99.99
Info Matrix Corporation,2023-02-04,5,160,8000,0,8000,5,99.99
Diversant LLC,2014-11-01,3,10,8000,0,8000,2,99.99
Info Matrix Corporation,2022-10-31,5,160,8000,0,8000,5,99.99
Diversant LLC,2014-10-18,2,10,8000,0,8000,2,99.99
Trans American Information System,2015-05-31,5,160,8000,0,8000,5,99.99
Diversant LLC,2014-10-04,3,10,8000,0,8000,3,99.99
Genesis Corp,2015-12-12,3,80,8000,0,8000,3,99.99
Diversant LLC,2014-08-23,2,10,8000,0,8000,2,99.99
Diversant LLC,2015-02-07,2,10,8000,0,8000,2,99.99
Diversant LLC,2014-08-09,3,10,8000,0,8000,3,99.99
Diversant LLC,2014-07-26,2,10,8000,0,8000,2,99.99
"Digital Intelligence Systems, LLC (DISYS)",2017-08-05,6,160,8000,0,8000,5,99.99
Diversant LLC,2014-07-05,2,10,8000,0,8000,2,99.99
Diversant LLC,2014-06-28,2,10,8000,0,8000,2,99.99
Xchange Software Inc,2018-11-30,5,160,8000,0,8000,5,99.99
Diversant LLC,2014-05-17,2,10,8000,0,8000,2,99.99
Diversant LLC,2013-12-15,2,10,8000,0,8000,2,99.99
Diversant LLC,2014-05-03,6,10,8000,0,8000,3,99.99
Diversant LLC,2014-02-08,4,10,8000,0,8000,2,99.99
Diversant LLC,2014-03-08,4,10,8000,0,8000,2,99.99
Diversant LLC,2014-04-26,4,10,8000,0,8000,2,99.99
Info Matrix Corporation,2023-09-30,5,160,8000,0,8000,5,99.99
Diversant LLC,2015-03-21,2,10,8000,0,8000,2,99.99
Diversant LLC,2015-10-31,2,10,8000,0,8000,2,99.99
Info Matrix Corporation,2024-09-30,5,160,8000,0,8000,5,99.99
Genesis Corp,2014-03-22,2,80,8000,0,8000,2,99.99
Genesis Corp,2016-10-15,3,80,8000,0,8000,2,99.99
Diversant LLC,2015-09-12,5,10,8000,0,8000,3,99.99
Epik Solutions,2017-07-31,5,160,8000,0,8000,5,99.99
Genesis Corp,2014-04-27,2,80,8000,0,8000,2,99.99
Genesis Corp,2016-08-06,2,80,8000,0,8000,2,99.99
ASN Technologies Inc,2022-06-30,5,160,8000,0,8000,5,99.99
Diversant LLC,2015-08-29,2,10,8000,0,8000,2,99.99
Genesis Corp,2015-10-24,2,80,8000,0,8000,2,99.99
Info Matrix Corporation,2025-04-30,5,160,8000,0,8000,5,99.99
Diversant LLC,2015-06-27,2,10,8000,0,8000,2,99.99
Genesis Corp,2015-10-31,2,80,8000,0,8000,2,99.99
Info Matrix Corporation,2024-06-30,5,160,8000,0,8000,4,99.99
Info Matrix Corporation,2023-12-31,5,160,8000,0,8000,5,99.99
Info Matrix Corporation,2024-02-29,6,160,8000,0,8000,6,99.99
"Laiba Technologies, LLC",2022-03-05,5,160,8000,0,8000,5,99.99
Genesis Corp,2016-05-28,2,80,8000,0,8000,2,99.99
Genesis Corp,2016-05-14,2,80,8000,0,8000,2,99.99
"Laiba Technologies, LLC",2022-05-31,5,160,8000,0,8000,5,99.99
Diversant LLC,2015-06-13,2,10,8000,0,8000,2,99.99
Diversant LLC,2015-05-30,2,10,8000,0,8000,2,99.99
Diversant LLC,2015-05-16,2,10,8000,0,8000,2,99.99
Diversant LLC,2015-05-02,3,10,8000,0,8000,3,99.99
Source infotech,2023-02-28,5,160,8000,0,8000,5,99.99
Source infotech,2022-11-30,5,160,8000,0,8000,5,99.99
Diversant LLC,2015-04-18,2,10,8000,0,8000,2,99.99
Epik Solutions,2017-10-07,5,160,8000,0,8000,5,99.99
Genesis Corp,2014-01-25,2,80,8000,0,8000,2,99.99
Diversant LLC,2014-04-07,6,10,8000,0,8000,3,99.99
Nextgen Information Services,2020-05-31,5,160,8000,0,8000,5,99.99
Fidelis Software Solutions LLC,2014-05-31,5,160,8000,0,8000,5,99.99
Nuanza Inc.,2022-07-31,5,160,8000,0,8000,5,99.99
"iTech US, Inc",2025-01-04,6,96,8000,0,8000,6,99.99
Experis,2016-07-31,5,160,8000,0,8000,5,99.99
Experis,2016-11-30,5,160,8000,0,8000,5,99.99
"iTech US, Inc",2024-12-28,3,96,8000,0,8000,3,99.99
Tanisha Systems Inc.,2016-02-29,5,160,8000,0,8000,5,99.99
Enterprise Solution Partners LLC,2023-07-31,5,160,8000,0,8000,5,99.99
Enterprise Solution Partners LLC,2023-09-30,5,160,8000,0,8000,5,99.99
Enterprise Solution Partners LLC,2023-11-30,5,160,8000,0,8000,5,99.99
CompuCom IT Workforce Solution,2014-12-13,2,80,8000,0,8000,2,99.99
Enterprise Solution Partners LLC,2023-12-31,5,160,8000,0,8000,5,99.99
Fidelis Software Solutions LLC,2013-12-31,5,160,8000,0,8000,5,99.99
CompuCom IT Workforce Solution,2015-02-07,2,80,8000,0,8000,2,99.99
Enterprise Solution Partners LLC,2024-02-29,6,160,8000,0,8000,6,99.99
"iTech US, Inc",2024-06-22,3,96,8000,0,8000,3,99.99
NTECH Solutions Inc,2014-02-28,4,160,8000,0,8000,4,99.99
Enterprise Solution Partners LLC,2024-06-30,5,160,8000,0,8000,4,99.99
Enterprise Solution Partners LLC,2024-09-30,5,160,8000,0,8000,5,99.99
"Probys,Inc",2014-11-30,4,160,8000,0,8000,4,99.99
Phaidon International US Inc.,2017-03-25,5,20,8000,0,8000,5,99.99
Enterprise Solution Partners LLC,2023-04-30,4,160,8000,0,8000,4,99.99
SCI IT Solutions PVT LTD,2017-02-28,5,160,8000,0,8000,5,99.99
VDart Inc,2023-04-30,4,160,8000,0,8000,4,99.99
Nuanza Inc.,2021-11-30,5,160,8000,0,8000,5,99.99
Priserve Consulting Inc,2015-07-31,5,160,8000,0,8000,5,99.99
Nextgen Information Services,2019-11-30,5,160,8000,0,8000,5,99.99
Candor Infotech LLC,2016-11-30,5,160,8000,0,8000,5,99.99
Priserve Consulting Inc,2015-06-30,11,160,8000,0,8000,5,99.99
Priserve Consulting Inc,2015-05-31,6,160,8000,0,8000,6,99.99
TCC Software Solutions,2021-05-31,4,160,8000,0,8000,4,99.99
Candor Infotech LLC,2016-12-31,5,160,8000,0,8000,5,99.99
Candor Infotech LLC,2017-04-30,4,160,8000,0,8000,4,99.99
Focus America Inc.,2023-09-30,5,160,8000,0,8000,5,99.99
Smart Data Systems LLC,2018-11-30,5,160,8000,0,8000,5,99.99
Norwin Technologies,2014-12-31,19,160,8000,0,8000,12,99.99
VDart Inc,2022-10-31,5,160,8000,0,8000,5,99.99
The Brunswick Group,2019-08-31,2,80,8000,0,8000,2,99.99
The Brunswick Group,2019-08-17,2,80,8000,0,8000,2,99.99
VDart Inc,2023-01-31,5,160,8000,0,8000,5,99.99
Smart Data Systems LLC,2019-06-30,4,160,8000,0,8000,4,99.99
Smart Data Systems LLC,2019-09-30,5,160,8000,0,8000,5,99.99
NTT Data,2017-07-29,4,129,7998,0,7998,4,99.99
NTECH Solutions Inc,2017-04-30,4,148,7992,0,7992,4,99.99
NTECH Solutions Inc,2016-01-31,5,148,7992,0,7992,4,99.99
Apetan Consulting LLC,2018-06-30,5,170,7990,0,7990,5,99.99
22nd Century Staffing Inc (TSCSI),2016-02-29,6,170,7990,0,7990,6,99.99
Enterprise Solutions,2019-11-30,8,170,7990,0,7990,8,99.99
Apetan Consulting LLC,2019-01-05,6,170,7990,0,7990,5,99.99
Enterprise Solutions,2018-06-30,5,170,7990,0,7990,5,99.99
Apetan Consulting LLC,2018-03-31,5,170,7990,0,7990,5,99.99
Adroit Software and Consulting Inc.,2015-09-30,6,177.5,7987.5,0,7987.5,6,99.99
Strategic Systems,2015-09-30,4,133,7980,0,7980,4,99.99
IStream Solutions Inc.,2024-01-31,3,96,7968,0,7968,3,99.99
Nityo Infotech Corporation,2018-10-31,24,184,7965.52,0,7965.52,14,99.99
L&T Technology Services Limited,2017-08-31,5,177,7965,0,7965,5,99.99
Experis,2013-12-31,7,114,7965,0,7965,5,99.99
Randstad Technologies,2022-05-07,4,122,7960,0,7960,4,99.99
Patriot Consulting Inc.,2016-11-13,6,72,7960,0,7960,3,99.99
e&e Technical  Consultants  LLC,2017-02-28,5,153,7956,0,7956,5,99.99
Genesis Corp,2017-07-22,2,78,7956,0,7956,2,99.99
Senryo Technologies,2019-04-06,5,156,7956,0,7956,5,99.99
Nityo Infotech Corporation,2019-03-02,6,184,7954.32,0,7954.32,6,99.99
"Allegiance Consulting, Inc.",2016-03-19,4,139,7953,0,7953,4,99.99
Judge Group,2020-01-18,3,104,7952,0,7952,3,99.99
Software People Inc,2019-05-31,23,151,7949.86,0,7949.86,15,99.99
Enterprise Solutions,2019-03-31,5,169,7943,0,7943,5,99.99
22nd Century Staffing Inc (TSCSI),2015-11-30,6,169,7943,0,7943,6,99.99
Promantis,2016-02-29,16,169,7943,0,7943,11,99.99
Tek Systems,2024-11-30,4,96,7936.16,0,7936.16,3,99.99
"Pontoon Solutions, INC",2019-02-23,4,128,7936,0,7936,4,99.99
"IRIS Software, Inc.",2020-05-31,5,160,7936,0,7936,5,99.99
Sondhi Solutions,2022-11-30,5,122,7930,0,7930,5,99.99
Triumph Services LLC,2021-07-03,5,139,7923,0,7923,5,99.99
Fusion plus Solutions Inc.,2016-06-30,5,176,7920,0,7920,5,99.99
Kaygen Inc.,2021-12-31,5,176,7920,0,7920,5,99.99
ThemeSoft Inc,2015-10-31,5,176,7920,0,7920,5,99.99
Kaygen Inc.,2022-06-30,5,176,7920,0,7920,5,99.99
Pomeroy,2015-10-31,5,176,7920,0,7920,5,99.99
Kaygen Inc.,2022-08-31,5,176,7920,0,7920,5,99.99
"Spectraforce Technologies,Inc",2015-10-31,5,176,7920,0,7920,5,99.99
Pomeroy,2015-04-30,5,176,7920,0,7920,5,99.99
eTeam,2014-04-30,5,176,7920,0,7920,5,99.99
"Pinnacle Software Consulting, Inc.",2024-11-30,5,144,7920,0,7920,5,99.99
"BOSS Technologies, Inc.",2016-12-31,5,176,7920,0,7920,5,99.99
Lorava,2020-02-08,4,144,7920,0,7920,4,99.99
R88 Inc.,2025-05-31,4,132,7920,0,7920,4,99.99
Patriot Consulting Inc.,2016-07-10,6,72,7920,0,7920,3,99.99
XL Impex Inc DBA Atika Technologies,2018-05-31,5,176,7920,0,7920,5,99.99
Lingatech,2019-11-30,5,144,7920,0,7920,5,99.99
Kaygen Inc.,2023-06-30,5,176,7920,0,7920,5,99.99
StarsHR,2017-06-30,5,176,7920,0,7920,5,99.99
Patriot Consulting Inc.,2016-06-11,6,72,7920,0,7920,3,99.99
Kaygen Inc.,2023-10-31,5,176,7920,0,7920,5,99.99
Innovecture,2017-03-31,4,144,7920,0,7920,4,99.99
"Spectraforce Technologies,Inc",2015-12-31,5,176,7920,0,7920,5,99.99
Exatech Inc,2014-10-31,5,176,7920,0,7920,5,99.99
Patriot Consulting Inc.,2016-09-17,4,72,7920,0,7920,2,99.99
VGroup Inc,2014-11-30,4,144,7920,0,7920,4,99.99
Randstad Technologies,2022-05-21,4,121.5,7920,0,7920,4,99.99
Pomeroy,2014-07-31,5,176,7920,0,7920,5,99.99
Graviton Consulting,2015-06-30,9,72,7920,0,7920,6,99.99
L&T Technology Services Limited,2017-10-31,5,176,7920,0,7920,5,99.99
Pomeroy,2014-10-31,5,176,7920,0,7920,5,99.99
L&T Technology Services Limited,2018-03-31,5,176,7920,0,7920,5,99.99
Pomeroy,2014-04-30,5,176,7920,0,7920,5,99.99
"BOSS Technologies, Inc.",2016-09-30,5,176,7920,0,7920,5,99.99
JB Software & Consulting Inc,2018-05-31,5,176,7920,0,7920,5,99.99
Pomeroy,2015-07-31,5,176,7920,0,7920,5,99.99
iitjobs Inc,2016-01-31,7,176,7920,0,7920,6,99.99
DCM USA,2014-07-31,5,176,7920,0,7920,5,99.99
Vaspire Technologies,2017-10-31,5,176,7920,0,7920,5,99.99
"Global Information Technology, Inc.",2013-12-31,5,176,7920,0,7920,5,99.99
Triumph Services,2021-01-31,4,144,7920,0,7920,4,99.99
IBIZ Group LLC,2014-01-31,5,176,7920,0,7920,5,99.99
JB Software & Consulting Inc,2018-03-31,5,176,7920,0,7920,5,99.99
Kaygen Inc.,2024-02-03,5,176,7920,0,7920,5,99.99
"BOSS Technologies, Inc.",2017-06-30,5,176,7920,0,7920,5,99.99
"BOSS Technologies, Inc.",2016-11-30,5,176,7920,0,7920,5,99.99
The MM Group,2019-01-31,5,176,7920,0,7920,5,99.99
ThemeSoft Inc,2015-12-31,5,176,7920,0,7920,5,99.99
Oxford Solutions Inc.,2014-05-31,5,144,7920,0,7920,5,99.99
Adroit Software and Consulting Inc.,2015-06-30,5,176,7920,0,7920,5,99.99
